face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces/cheerful_10_face0.png,White,White,Male,10-19,"[5.1676399e-01 2.7163434e-04 2.3864605e-01 1.0528922e-01 1.1926528e-01
 1.4102069e-02 5.6617702e-03]",[8.13566387e-01 3.40977975e-04 1.21446796e-01 6.46458566e-02],[9.9998802e-01 1.1983906e-05],"[3.4010097e-07 1.3116796e-03 5.5932266e-01 4.2744747e-01 1.1644745e-02
 2.6827055e-04 4.5021898e-06 2.6905869e-07 8.3339486e-09]"
detected_faces/suit_8_face0.png,White,White,Male,40-49,"[9.8775703e-01 2.4826545e-07 6.3828719e-03 1.5288017e-03 5.7755644e-04
 5.4308446e-04 3.2104072e-03]",[9.9389523e-01 5.2100768e-06 4.4165854e-03 1.6829382e-03],[9.9993938e-01 6.0574122e-05],"[4.1272455e-07 3.0781559e-06 1.0810502e-04 5.0739283e-03 3.4881541e-01
 6.2336111e-01 2.2602202e-02 3.5584311e-05 1.1953925e-07]"
detected_faces/eye_glasses_16_face0.png,East Asian,Asian,Male,20-29,"[3.7345299e-03 4.2036703e-07 3.1347343e-05 9.7645062e-01 1.9745450e-02
 8.2730712e-06 2.9323068e-05]",[1.650686e-02 5.924096e-06 9.833122e-01 1.750430e-04],[9.9997360e-01 2.6346836e-05],"[5.6820028e-08 2.3535005e-05 1.9427839e-01 7.8533936e-01 2.0241234e-02
 1.1670085e-04 6.6092366e-07 5.1807852e-08 8.9815139e-10]"
detected_faces/psychologist_9_face0.png,Middle Eastern,White,Male,30-39,"[4.7228426e-01 6.3309642e-05 3.5389800e-02 2.4936975e-05 1.0210069e-04
 2.7401426e-03 4.8939544e-01]",[9.7608864e-01 9.4489566e-05 9.4500039e-04 2.2871874e-02],[9.9999982e-01 2.1761524e-07],"[3.9669487e-08 3.2059148e-07 9.0149573e-05 9.8292373e-02 8.2809371e-01
 7.3164769e-02 3.5781873e-04 8.4695057e-07 8.3864364e-09]"
detected_faces/therapist_12_face0.png,White,White,Female,30-39,"[9.9996346e-01 9.1003366e-10 4.6869945e-06 2.4552281e-07 1.3780456e-07
 1.2788968e-07 3.1269970e-05]",[9.9997896e-01 2.3043372e-08 1.2092211e-05 8.8915522e-06],[0.01666739 0.98333263],"[8.4793101e-07 7.9750789e-05 1.4122739e-02 2.5769964e-01 4.4447780e-01
 2.7682665e-01 6.7521869e-03 3.8262679e-05 2.1019243e-06]"
detected_faces/sitting_14_face0.png,East Asian,Asian,Male,20-29,"[1.9507634e-02 6.4861788e-06 3.6484727e-03 9.2279732e-01 5.3683992e-02
 7.7147437e-05 2.7897040e-04]",[1.9013012e-03 5.4584666e-07 9.9808240e-01 1.5796781e-05],[9.9982184e-01 1.7814680e-04],"[2.2902053e-07 1.8240701e-04 4.3980646e-01 5.3812140e-01 2.1698253e-02
 1.9020183e-04 9.9531997e-07 3.9336843e-08 6.5572558e-10]"
detected_faces/intelligent_7_face0.png,East Asian,Asian,Male,20-29,"[4.4393085e-04 1.7618321e-06 5.0399359e-04 9.2114758e-01 7.7823147e-02
 4.7383546e-05 3.2135464e-05]",[7.8282195e-05 1.0541971e-06 9.9966925e-01 2.5143652e-04],[1.000000e+00 6.443265e-09],"[7.5542296e-08 1.5898255e-05 3.9065249e-02 7.9620600e-01 1.6235597e-01
 2.3363582e-03 1.9238349e-05 1.1206698e-06 6.1193317e-09]"
detected_faces/therapist_10_face0.png,White,White,Female,30-39,"[8.2028228e-01 7.9096162e-06 2.4281396e-02 3.8708145e-05 3.2210861e-05
 4.8792744e-03 1.5047815e-01]",[9.1038013e-01 9.1059534e-05 9.6738129e-04 8.8561416e-02],[1.9235940e-05 9.9998075e-01],"[2.8343274e-09 9.4235162e-07 4.0217177e-03 4.1278893e-01 5.3251696e-01
 5.0130710e-02 5.3533330e-04 5.3538502e-06 1.0058454e-07]"
detected_faces/economist_8_face0.png,East Asian,Asian,Male,30-39,"[1.7555976e-02 1.9998744e-05 9.0529591e-02 7.2665721e-01 1.4281121e-01
 1.1796828e-02 1.0629279e-02]",[2.2428459e-02 3.3892720e-05 9.6614707e-01 1.1390548e-02],[9.9999946e-01 5.1096669e-07],"[1.17667905e-05 8.22854781e-05 2.59662350e-03 1.30098537e-01
 7.64593542e-01 1.00895129e-01 1.68829551e-03 3.36934754e-05
 1.49415371e-07]"
detected_faces/library_13_face0.png,Black,Black,Female,20-29,"[2.0280111e-06 9.9984574e-01 3.6748730e-05 3.8475787e-06 2.6316264e-05
 8.5266351e-05 9.1113833e-08]",[2.3262344e-05 9.9941409e-01 9.8814060e-05 4.6385732e-04],[1.9998799e-05 9.9998003e-01],"[1.1693066e-08 7.1707251e-04 2.3990503e-01 7.2587860e-01 3.3415094e-02
 8.4085819e-05 8.7072564e-08 4.4097739e-10 1.9903032e-11]"
detected_faces/unreliable_8_face0.png,East Asian,Asian,Male,20-29,"[1.2843639e-01 9.7528544e-05 8.5577138e-02 6.8447101e-01 8.6416878e-02
 1.1538483e-03 1.3847238e-02]",[0.19122925 0.00108781 0.7987326  0.00895038],[0.9846967 0.0153033],"[1.2937770e-05 2.5952815e-03 1.6567171e-01 7.4613404e-01 8.4502436e-02
 1.0748437e-03 7.4709515e-06 1.1399361e-06 4.9154330e-08]"
detected_faces/scientist_18_face0.png,East Asian,Asian,Male,30-39,"[2.8250249e-02 8.3177287e-07 7.0945686e-03 8.7155348e-01 9.0093091e-02
 1.6650279e-03 1.3426909e-03]",[3.4833681e-02 4.0334162e-06 9.5953786e-01 5.6243828e-03],[9.9999988e-01 1.4597447e-07],"[6.9699081e-07 3.5854260e-05 2.1542557e-02 3.3527660e-01 5.6482035e-01
 7.5864702e-02 2.3815772e-03 7.7402634e-05 2.6052246e-07]"
detected_faces/book_16_face0.png,White,White,Female,20-29,"[9.9997461e-01 1.3773055e-09 1.2320590e-06 1.7454823e-07 3.3457741e-07
 9.2181949e-08 2.3535687e-05]",[9.9941564e-01 7.9641140e-06 2.2571636e-04 3.5072063e-04],[2.5771999e-06 9.9999744e-01],"[4.4681370e-09 2.0488632e-04 1.9904485e-01 7.5684160e-01 4.3519486e-02
 3.8891551e-04 2.0863577e-07 1.0127208e-09 8.7265556e-11]"
detected_faces/bossy_2_face0.png,Black,Black,Female,20-29,"[6.1077085e-06 9.9583459e-01 2.5907357e-04 2.0277143e-06 4.2224565e-05
 3.8555469e-03 4.9019167e-07]",[3.5974072e-04 9.9621165e-01 4.2414502e-04 3.0044543e-03],[4.979106e-05 9.999502e-01],"[1.8295553e-07 3.0153438e-03 2.4045844e-01 7.1770662e-01 3.8689274e-02
 1.2985329e-04 3.2210235e-07 2.1913080e-09 7.5378925e-11]"
detected_faces/firefighter_4_face0.png,White,White,Male,30-39,"[9.9994338e-01 2.9905976e-07 3.4396951e-05 1.9311010e-06 2.1706433e-06
 1.7301856e-07 1.7610495e-05]",[9.9944752e-01 1.2236327e-05 5.3568243e-04 4.5672041e-06],[9.9999636e-01 3.6367016e-06],"[8.7791232e-06 1.3120084e-04 2.1734959e-03 1.0932399e-01 7.5132930e-01
 1.3388726e-01 3.1204706e-03 2.5038891e-05 4.7540485e-07]"
detected_faces/cigar_11_face0.png,Black,Black,Male,30-39,"[2.9954885e-04 8.6539710e-01 2.2590777e-02 5.3256207e-07 9.6612450e-05
 1.0658066e-01 5.0348244e-03]",[7.5226650e-04 9.2529339e-01 6.6060311e-04 7.3293746e-02],[1.0000000e+00 3.0904719e-09],"[9.6862937e-07 1.8175681e-06 1.7198315e-04 2.6124617e-02 5.5898434e-01
 3.9318082e-01 2.1349832e-02 1.8464091e-04 1.0008182e-06]"
detected_faces/writer_20_face0.png,White,White,Male,20-29,"[9.9972057e-01 6.2322405e-09 1.8981213e-05 4.2913624e-07 3.2803038e-07
 5.3311578e-07 2.5914380e-04]",[9.99995708e-01 1.08136874e-07 1.06125344e-06 3.08786503e-06],[0.955314   0.04468607],"[1.49019684e-07 7.26013313e-05 1.35423169e-01 8.09314489e-01
 5.30742556e-02 2.10224907e-03 1.29318450e-05 1.13814714e-07
 5.30081934e-09]"
detected_faces/bus_station_12_face0.png,East Asian,Asian,Female,20-29,"[1.2676112e-01 4.8368256e-06 1.0879005e-03 8.4856367e-01 1.9264009e-02
 6.1238155e-05 4.2571798e-03]",[4.0787846e-02 2.1993310e-06 9.5917654e-01 3.3356813e-05],[0.00748225 0.99251777],"[1.8270568e-05 5.9902831e-04 4.8213802e-02 6.6233671e-01 2.6144785e-01
 2.6414931e-02 8.8957342e-04 7.6659569e-05 3.1434961e-06]"
detected_faces/reading_5_face0.png,East Asian,Indian,Male,20-29,"[2.1328614e-03 2.5209261e-04 4.3678161e-02 5.2239174e-01 4.0863970e-01
 2.1262735e-02 1.6426825e-03]",[4.8555313e-03 1.9012002e-04 4.0597066e-01 5.8898365e-01],[0.5035272  0.49647278],"[1.0110168e-05 8.6427089e-03 3.6637375e-01 6.0088497e-01 2.3528246e-02
 5.5433006e-04 5.1769293e-06 6.6366414e-07 3.7145146e-08]"
detected_faces/poor_18_face0.png,Southeast Asian,Asian,Male,30-39,"[3.0305549e-05 7.1642953e-03 5.5517247e-03 1.0244176e-02 9.7465092e-01
 2.3550617e-03 3.5274863e-06]",[2.1773305e-04 7.3927283e-02 9.0212381e-01 2.3731144e-02],[9.998800e-01 1.200269e-04],"[1.7808519e-06 2.4887396e-04 1.8913548e-02 2.4446134e-01 4.8359370e-01
 2.2273907e-01 2.8566163e-02 1.3737227e-03 1.0179421e-04]"
detected_faces/stubborn_1_face0.png,Indian,Black,Male,20-29,"[6.7612139e-04 1.4700080e-01 3.3255931e-02 1.2619216e-02 9.6515156e-02
 7.0809799e-01 1.8348007e-03]",[0.00385728 0.7732806  0.12207908 0.10078309],[0.9967027 0.0032974],"[2.1487488e-04 2.4899289e-02 2.7304122e-01 4.0285546e-01 2.1612200e-01
 7.1280941e-02 1.0570891e-02 9.6440152e-04 5.0954306e-05]"
detected_faces/nurse_5_face0.png,White,White,Female,20-29,"[9.9982536e-01 3.4311941e-07 6.8588401e-05 5.7417460e-06 2.3769851e-06
 9.7667873e-07 9.6550386e-05]",[9.9922615e-01 2.8619520e-06 6.0824485e-04 1.6270969e-04],[1.0497984e-04 9.9989504e-01],"[4.7998796e-09 5.5284613e-06 1.8212434e-02 7.1257597e-01 2.6606953e-01
 3.1290045e-03 7.5185139e-06 3.7102918e-08 1.0207231e-09]"
detected_faces/gym_15_face0.png,White,White,Male,20-29,"[9.5725149e-01 1.0168507e-05 2.8045105e-03 2.0520886e-06 6.4935903e-06
 2.1575734e-05 3.9903566e-02]",[9.9975979e-01 1.0687908e-05 5.3499625e-05 1.7597454e-04],[1.0000000e+00 1.5614226e-08],"[6.08938189e-09 2.08539660e-07 9.71287140e-04 7.77159750e-01
 2.19051450e-01 2.80403672e-03 1.30896615e-05 1.43086979e-07
 1.25563027e-09]"
detected_faces/police_17_face0.png,Black,Black,Male,40-49,"[2.9624681e-04 9.5727956e-01 3.1690937e-02 3.9311612e-04 2.8903666e-03
 5.8432524e-03 1.6066360e-03]",[0.00983156 0.93271005 0.05236735 0.00509106],[9.9976301e-01 2.3698297e-04],"[2.9739762e-05 2.7519959e-04 1.1443818e-03 4.5296054e-02 4.0158153e-01
 4.8482221e-01 6.5686829e-02 1.1079138e-03 5.6190420e-05]"
detected_faces/writer_16_face0.png,East Asian,Asian,Female,20-29,"[0.00908196 0.00124666 0.2345566  0.35866618 0.29934263 0.07408331
 0.02302266]",[3.8254370e-03 2.4926767e-04 8.4434819e-01 1.5157714e-01],[0.00118213 0.99881786],"[6.3701513e-08 4.2381787e-04 4.4736627e-01 5.3772289e-01 1.4334169e-02
 1.5224506e-04 5.4541357e-07 4.5847486e-08 1.0577680e-09]"
detected_faces/scientist_17_face0.png,Latino_Hispanic,Indian,Male,20-29,"[8.91226456e-02 1.04850704e-04 3.80176842e-01 2.85999738e-02
 3.49216983e-02 3.40455234e-01 1.26618713e-01]",[1.6305700e-01 7.5900913e-05 2.4836829e-02 8.1203026e-01],[9.9999982e-01 1.6904146e-07],"[4.50209427e-07 1.09552115e-04 8.38288143e-02 8.30902338e-01
 8.36485997e-02 1.50148559e-03 8.65955008e-06 1.99504299e-07
 1.28324729e-09]"
detected_faces/museum_5_face1.png,East Asian,White,Female,20-29,"[0.13817222 0.04501599 0.19303426 0.24249487 0.1269487  0.05606433
 0.1982696 ]",[0.3461308  0.16951244 0.13828021 0.34607658],[0.40065265 0.59934735],"[1.1731867e-04 2.0442342e-03 7.3595263e-02 6.2991107e-01 2.4293551e-01
 4.0737238e-02 7.2984803e-03 2.8019869e-03 5.5888423e-04]"
detected_faces/designer_7_face0.png,Indian,Indian,Male,20-29,"[5.0256248e-03 1.0226065e-04 8.7279685e-02 2.3277664e-04 2.0969347e-03
 8.0761462e-01 9.7648099e-02]",[1.6904691e-02 1.2383830e-04 1.6672002e-02 9.6629947e-01],[9.9999911e-01 9.2991286e-07],"[2.0674638e-06 9.6849944e-05 4.0638689e-03 7.9891062e-01 1.9453236e-01
 2.3912485e-03 2.9167704e-06 5.7228132e-08 8.0394791e-10]"
detected_faces/rich_2_face0.png,Southeast Asian,Asian,Male,20-29,"[0.02076559 0.0076072  0.23025878 0.17257918 0.49227998 0.07026673
 0.00624255]",[0.01050693 0.00135303 0.9096409  0.07849914],[9.9993634e-01 6.3596141e-05],"[6.7813658e-06 1.6830677e-04 1.9690389e-02 6.3705456e-01 3.2713294e-01
 1.5664218e-02 2.5965308e-04 2.2318500e-05 9.2476512e-07]"
detected_faces/ambitious_19_face0.png,Black,Black,Male,20-29,"[8.4683194e-07 9.9950594e-01 6.3155974e-05 2.6572288e-06 1.4314035e-04
 2.8411043e-04 2.4754294e-07]",[4.7207104e-05 9.9937856e-01 3.7786478e-04 1.9638869e-04],[0.9967211 0.0032789],"[5.1063709e-09 4.3056061e-06 2.6159072e-02 8.8023829e-01 9.2866987e-02
 7.2868849e-04 2.7237577e-06 1.0221017e-08 6.3637834e-10]"
detected_faces/firefighter_10_face0.png,White,White,Male,30-39,"[9.9961036e-01 6.1096000e-07 9.9860183e-05 1.0915518e-05 8.4107787e-06
 2.0854516e-06 2.6770419e-04]",[9.989381e-01 8.518913e-05 9.000632e-04 7.665439e-05],[9.9992269e-01 7.7333854e-05],"[5.8081405e-06 4.1876203e-05 3.0465671e-03 2.7198803e-01 6.8277162e-01
 4.1724205e-02 4.1951306e-04 2.2989984e-06 6.1494710e-08]"
detected_faces/teacher_15_face0.png,Latino_Hispanic,White,Female,20-29,"[4.2643288e-01 1.5411455e-05 4.3571502e-01 4.0111896e-03 4.4594910e-03
 2.4681684e-02 1.0468434e-01]",[8.3913761e-01 2.0593287e-05 3.1228162e-02 1.2961364e-01],[2.1694386e-06 9.9999785e-01],"[1.2447224e-09 2.2661372e-05 1.5388504e-01 7.9170448e-01 5.3895127e-02
 4.9233675e-04 3.1644990e-07 3.3718197e-09 3.5909813e-11]"
detected_faces/intelligent_11_face0.png,Latino_Hispanic,Indian,Male,20-29,"[5.6365747e-03 4.5935155e-04 5.6665337e-01 6.4936173e-03 6.2572680e-02
 3.4908688e-01 9.0975482e-03]",[1.8994765e-02 2.7469947e-04 2.8992602e-01 6.9080454e-01],[9.9999827e-01 1.7444302e-06],"[1.3539948e-06 1.3282622e-04 1.8521592e-02 6.6724128e-01 3.0440077e-01
 9.6526090e-03 4.8233393e-05 1.3426420e-06 1.3016335e-08]"
detected_faces/office_5_face0.png,Middle Eastern,White,Male,20-29,"[1.52292714e-01 9.87567837e-05 1.22858025e-01 2.40815082e-03
 1.75589649e-03 1.20826615e-02 7.08503842e-01]",[8.0955333e-01 2.0501314e-04 3.7730059e-03 1.8646860e-01],[9.9990946e-01 9.0573572e-05],"[1.1598333e-06 6.2653111e-05 1.3443900e-02 7.8024513e-01 2.0410150e-01
 2.1395115e-03 6.0504944e-06 1.2501056e-07 2.5929530e-09]"
detected_faces/postman_5_face0.png,White,White,Male,50-59,"[9.8032427e-01 1.2243789e-06 9.5532672e-04 1.2012766e-05 9.6689910e-06
 2.9413282e-05 1.8668050e-02]",[9.9997163e-01 1.7488558e-06 1.9445790e-05 7.1693903e-06],[9.9983823e-01 1.6177367e-04],"[1.5409889e-06 9.6014537e-07 3.1693937e-05 5.8351481e-05 1.4236532e-03
 3.9218627e-02 6.6468942e-01 2.8805608e-01 6.5196599e-03]"
detected_faces/lawyer_8_face0.png,White,White,Male,20-29,"[9.0921509e-01 7.9249712e-06 3.3442777e-02 1.7906954e-03 1.0562850e-03
 3.7467020e-04 5.4112587e-02]",[9.9697185e-01 1.0691674e-05 2.7622816e-03 2.5525325e-04],[9.999970e-01 2.999074e-06],"[7.3535780e-08 5.1455036e-06 4.1692033e-03 6.5398198e-01 3.3851847e-01
 3.3188269e-03 6.2580921e-06 3.9298452e-08 5.3768584e-10]"
detected_faces/bus_driver_1_face0.png,White,White,Male,30-39,"[0.672186   0.00880423 0.23979571 0.00689521 0.00831045 0.00769152
 0.05631693]",[0.9524651  0.01277767 0.0104832  0.02427407],[9.9996066e-01 3.9351933e-05],"[3.7360755e-06 5.1390789e-06 2.3320275e-04 1.5686576e-01 7.4684548e-01
 9.4627440e-02 1.3916244e-03 2.7204514e-05 4.4324784e-07]"
detected_faces/crying_15_face0.png,Southeast Asian,Asian,Male,60-69,"[0.01594432 0.00100808 0.31219888 0.20293063 0.39632303 0.04457196
 0.02702306]",[1.9788189e-02 3.0141455e-04 9.5223093e-01 2.7679486e-02],[0.7864921  0.21350785],"[8.3585641e-05 1.6209437e-03 2.1213695e-02 3.5006106e-02 2.7650654e-02
 5.0666336e-02 1.2389690e-01 3.8255504e-01 3.5730675e-01]"
detected_faces/judge_15_face0.png,White,White,Male,40-49,"[9.6593499e-01 2.2057586e-06 2.1777255e-02 1.9233195e-04 1.1083583e-04
 2.2227113e-04 1.1760070e-02]",[9.9854082e-01 6.4879276e-07 1.4259641e-03 3.2617667e-05],[9.9999857e-01 1.4117888e-06],"[9.0538271e-07 3.0436202e-06 5.6330120e-04 6.3187960e-03 2.3883845e-01
 6.6229242e-01 9.1232367e-02 7.4835849e-04 2.2969480e-06]"
detected_faces/eye_glasses_17_face0.png,White,White,Male,20-29,"[9.9725783e-01 8.8153087e-07 1.5704444e-04 1.7913568e-05 1.3234553e-05
 7.0120454e-06 2.5460478e-03]",[9.9923283e-01 1.4884758e-05 1.4487420e-04 6.0737599e-04],[9.9984914e-01 1.5086705e-04],"[2.3225903e-09 2.1088288e-06 5.6099921e-02 9.2986828e-01 1.3995421e-02
 3.4297129e-05 5.8563661e-08 9.1325608e-10 3.0391332e-11]"
detected_faces/beach_14_face0.png,White,White,Female,20-29,"[9.5137048e-01 6.4364125e-05 4.5993738e-03 1.3242893e-04 2.0097468e-04
 9.2105452e-05 4.3540314e-02]",[9.9902147e-01 3.8527939e-04 2.8850237e-04 3.0485482e-04],[0.20986359 0.7901364 ],"[6.2438097e-08 2.7060785e-05 4.2315070e-02 7.7966958e-01 1.7411619e-01
 3.8182940e-03 5.2984014e-05 8.0179183e-07 1.8425608e-08]"
detected_faces/electrician_6_face0.png,White,White,Male,40-49,"[9.9430770e-01 4.9902334e-05 2.3145201e-03 2.1657463e-05 2.6809592e-05
 7.0054703e-05 3.2094056e-03]",[9.9735445e-01 1.2546992e-04 1.3673150e-03 1.1528037e-03],[9.9999994e-01 4.1067327e-08],"[6.7419705e-06 7.6291772e-06 1.4843905e-04 1.3836344e-02 2.7262148e-01
 5.0431055e-01 2.0501485e-01 4.0256432e-03 2.8292667e-05]"
detected_faces/accountant_2_face0.png,East Asian,Asian,Male,20-29,"[1.0416488e-01 2.2802093e-05 1.6819867e-01 3.6974952e-01 1.9284827e-01
 3.4682889e-02 1.3033302e-01]",[3.9521366e-01 2.6841395e-05 4.9194303e-01 1.1281650e-01],[9.9999970e-01 2.3338114e-07],"[1.2189469e-07 6.4662163e-05 5.4726899e-02 9.1154635e-01 3.3522692e-02
 1.3905014e-04 2.3640000e-07 7.5883690e-09 6.1324675e-11]"
detected_faces/nurse_10_face0.png,White,White,Female,20-29,"[9.9759352e-01 4.0655584e-07 1.6953972e-03 6.8888781e-05 7.7574405e-05
 1.3016126e-05 5.5123633e-04]",[9.9937648e-01 2.1263904e-06 4.3417804e-04 1.8727356e-04],[1.7692729e-04 9.9982303e-01],"[2.4985241e-08 1.6872921e-04 1.5097603e-01 7.6058859e-01 8.7150142e-02
 1.1141312e-03 2.3924490e-06 2.2579925e-08 8.9861840e-10]"
detected_faces/accountant_6_face0.png,Latino_Hispanic,White,Male,30-39,"[1.8128888e-01 2.1732412e-02 3.5936478e-01 2.1856709e-04 7.5055525e-04
 1.9430085e-01 2.4234404e-01]",[0.47770765 0.16615078 0.00126379 0.35487774],[9.9999893e-01 1.0757973e-06],"[4.0350535e-08 5.3530533e-07 1.5040698e-04 2.4554755e-01 7.2109377e-01
 3.3116158e-02 9.0900823e-05 5.7576739e-07 6.2320522e-09]"
